age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,two_year_recid
21,M,Other,Male,0,-1.0,0
28,F,Caucasian,Male,0,0.0,0
51,M,Caucasian,Male,0,0.0,0
34,F,African-American,Male,6,205.0,1
26,M,African-American,Male,0,-1.0,1
20,F,African-American,Male,0,-1.0,1
25,M,African-American,Male,6,-1.0,0
19,M,Caucasian,Male,0,-1.0,1
49,F,Caucasian,Male,1,-1.0,1
57,M,African-American,Male,27,-9.0,0
27,M,African-American,Female,0,0.0,0
66,M,Caucasian,Male,1,-1.0,0
25,M,African-American,Female,4,-46.0,1
21,F,Caucasian,Male,0,0.0,0
45,F,Caucasian,Male,1,0.0,0
38,F,African-American,Male,6,-205.0,1
37,F,African-American,Male,24,-1.0,0
44,F,Caucasian,Male,13,0.0,1
64,F,African-American,Male,0,-1.0,0
30,F,African-American,Male,1,-1.0,1
61,M,African-American,Male,1,-1.0,0
49,F,Caucasian,Female,8,-10.0,0
23,F,African-American,Male,0,0.0,0
33,F,African-American,Male,14,-79.0,0
21,F,Caucasian,Male,0,-2.0,1
30,F,Caucasian,Female,2,-1.0,1
26,M,Hispanic,Male,7,0.0,0
35,M,Other,Male,3,-1.0,1
27,M,African-American,Male,2,-1.0,0
38,M,Caucasian,Male,1,0.0,0
48,F,African-American,Male,14,23.0,1
26,M,Caucasian,Male,0,-1.0,0
24,F,African-American,Male,4,-27.0,1
28,F,African-American,Female,2,0.0,1
44,F,Caucasian,Female,4,0.0,1
23,F,Caucasian,Male,2,0.0,0
34,F,Caucasian,Female,1,-1.0,1
20,F,Caucasian,Male,1,-1.0,1
63,F,Other,Male,23,-1.0,1
36,M,African-American,Female,0,0.0,0
58,F,Caucasian,Male,1,-1.0,0
25,F,African-American,Male,7,463.0,1
46,M,Caucasian,Male,5,125.0,0
35,F,Caucasian,Female,4,-30.0,0
23,F,African-American,Male,3,-1.0,0
40,F,Caucasian,Male,1,-21.0,0
31,F,Hispanic,Male,3,-1.0,0
34,F,Hispanic,Female,5,0.0,0
23,M,African-American,Male,3,-1.0,1
27,M,Caucasian,Male,0,-5.0,1
26,F,African-American,Female,3,-27.0,0
49,F,African-American,Male,1,0.0,0
47,M,Hispanic,Female,0,0.0,0
47,F,African-American,Male,6,0.0,0
34,F,African-American,Male,7,0.0,1
45,M,Hispanic,Male,1,378.0,0
27,F,African-American,Male,10,-1.0,0
52,M,Caucasian,Female,0,0.0,0
26,M,African-American,Male,0,-3.0,1
25,F,African-American,Male,9,0.0,0
51,F,African-American,Male,1,-1.0,0
29,M,African-American,Female,1,0.0,0
46,F,Caucasian,Male,0,-1.0,0
28,F,Caucasian,Male,6,-2.0,0
57,F,African-American,Male,0,-1.0,0
23,F,Hispanic,Male,2,-1.0,0
34,F,African-American,Male,27,-1.0,1
27,F,African-American,Male,3,-1.0,0
25,M,African-American,Male,7,-1.0,1
31,F,Caucasian,Male,1,-1.0,1
37,F,African-American,Male,8,-1.0,0
51,F,African-American,Male,0,0.0,1
51,M,Hispanic,Male,3,-86.0,0
28,F,African-American,Male,8,-1.0,0
56,F,Caucasian,Male,4,0.0,0
45,F,African-American,Male,15,-1.0,1
26,F,Caucasian,Male,7,-1.0,1
33,F,Caucasian,Male,7,-1.0,1
23,M,Caucasian,Male,0,-2.0,0
31,M,African-American,Male,0,0.0,0
31,M,Other,Male,0,-1.0,0
19,F,Hispanic,Male,1,-12.0,0
32,F,Caucasian,Male,0,0.0,0
30,M,Caucasian,Male,1,-1.0,1
48,F,Hispanic,Female,9,-87.0,0
66,F,Caucasian,Male,1,-1.0,0
40,F,African-American,Female,0,0.0,0
59,M,African-American,Male,4,0.0,0
25,F,African-American,Male,5,118.0,0
27,M,African-American,Male,3,-23.0,0
22,F,African-American,Male,0,-1.0,0
58,F,Caucasian,Male,1,-1.0,0
29,F,Caucasian,Male,2,-2.0,0
44,F,Caucasian,Female,11,245.0,1
24,F,African-American,Male,2,203.0,0
27,F,African-American,Male,0,-1.0,1
34,F,African-American,Female,5,-53.0,1
24,F,Caucasian,Male,0,-3.0,0
35,F,Caucasian,Female,3,0.0,0
29,F,African-American,Male,7,0.0,1
30,F,African-American,Male,5,-1.0,1
23,F,African-American,Male,1,-1.0,0
32,F,Caucasian,Male,2,-27.0,1
22,F,Caucasian,Male,2,-1.0,0
21,M,African-American,Male,0,-1.0,0
43,M,Caucasian,Female,0,-1.0,0
29,F,African-American,Male,0,-1.0,0
43,F,African-American,Male,1,0.0,0
25,F,African-American,Male,1,-1.0,0
47,M,Caucasian,Male,0,-1.0,0
21,F,African-American,Female,0,-2.0,0
25,M,African-American,Female,1,-100.0,0
54,M,Caucasian,Male,0,0.0,0
34,F,African-American,Male,3,-1.0,1
28,M,African-American,Female,2,-1.0,0
53,F,Caucasian,Female,4,-1.0,1
54,M,African-American,Male,0,0.0,0
37,F,Hispanic,Male,3,-1.0,1
34,F,African-American,Male,2,-1.0,0
50,M,Hispanic,Male,11,-210.0,0
60,F,Caucasian,Female,0,-1.0,1
22,F,African-American,Male,0,-1.0,0
51,F,African-American,Male,3,0.0,0
29,F,African-American,Male,0,-1.0,1
28,F,African-American,Female,1,-43.0,0
36,F,Caucasian,Male,6,-126.0,0
28,M,African-American,Male,5,-1.0,0
33,F,Caucasian,Male,0,-1.0,1
43,M,Caucasian,Male,4,0.0,0
45,M,Hispanic,Male,1,-1.0,0
32,F,Caucasian,Male,5,-1.0,1
35,F,African-American,Female,0,-1.0,1
23,F,African-American,Male,1,-1.0,1
41,M,Hispanic,Male,1,-1.0,0
25,F,Other,Male,24,-1.0,1
35,F,Hispanic,Male,12,-1.0,0
25,F,African-American,Male,4,0.0,1
69,F,Caucasian,Male,6,-1.0,1
24,M,Asian,Male,0,-1.0,0
21,F,African-American,Male,3,34.0,1
28,F,Hispanic,Male,0,-1.0,0
47,F,African-American,Male,23,-1.0,1
29,F,African-American,Male,13,0.0,1
36,F,Caucasian,Male,14,-38.0,1
26,F,African-American,Male,9,-1.0,1
31,M,Other,Male,0,-1.0,0
32,F,African-American,Male,8,35.0,1
27,F,Caucasian,Female,3,-121.0,1
28,F,Caucasian,Male,0,0.0,0
48,M,Caucasian,Male,1,0.0,1
23,F,Caucasian,Male,2,129.0,1
44,M,Caucasian,Male,0,-1.0,0
42,M,African-American,Male,7,-1.0,0
39,F,African-American,Male,5,-1.0,0
46,F,Hispanic,Female,2,-1.0,0
55,M,Caucasian,Male,0,-1.0,0
27,F,African-American,Male,5,-1.0,1
31,M,Caucasian,Female,0,-1.0,0
25,F,African-American,Male,0,-1.0,0
32,M,Caucasian,Male,6,0.0,0
36,F,African-American,Male,2,-1.0,0
21,F,African-American,Male,3,-1.0,1
39,M,Caucasian,Male,2,0.0,0
26,M,African-American,Female,0,0.0,0
28,F,African-American,Male,8,0.0,1
67,M,Caucasian,Male,2,-4.0,1
22,F,Other,Female,0,-1.0,0
37,M,Caucasian,Male,3,-1.0,0
23,M,African-American,Male,2,-1.0,1
49,M,African-American,Female,14,-1.0,1
32,M,Caucasian,Male,9,0.0,1
41,M,Caucasian,Male,9,-1.0,0
25,M,African-American,Male,1,0.0,0
58,M,Caucasian,Male,0,-1.0,0
44,M,African-American,Male,19,-17.0,1
28,F,African-American,Male,1,0.0,0
39,F,African-American,Female,0,-1.0,1
54,F,Caucasian,Male,0,-1.0,0
21,M,Hispanic,Male,0,657.0,1
43,M,Caucasian,Male,0,-1.0,0
31,M,African-American,Male,5,0.0,0
30,F,African-American,Male,11,0.0,0
27,M,Caucasian,Male,4,-1.0,1
28,M,African-American,Male,0,-1.0,1
24,M,African-American,Male,0,-1.0,0
43,M,Caucasian,Male,0,0.0,0
44,M,African-American,Male,10,-7.0,1
51,F,African-American,Male,4,-44.0,0
24,F,Hispanic,Male,11,-15.0,1
31,F,African-American,Male,1,309.0,0
23,F,African-American,Male,0,-1.0,0
26,M,African-American,Male,8,-85.0,1
36,M,Caucasian,Male,5,-1.0,1
27,F,Caucasian,Male,1,-1.0,0
24,F,African-American,Male,0,0.0,1
66,M,Caucasian,Male,0,-1.0,0
36,F,Caucasian,Female,3,0.0,0
53,F,Hispanic,Male,9,-1.0,1
23,F,Caucasian,Male,1,0.0,1
22,M,African-American,Female,0,0.0,1
25,F,Hispanic,Male,1,-1.0,0
56,F,African-American,Male,4,-1.0,0
29,F,Native American,Male,1,37.0,0
29,F,Caucasian,Male,10,-365.0,1
51,F,Asian,Male,1,-1.0,1
58,M,African-American,Female,3,-18.0,0
24,M,Caucasian,Male,3,0.0,0
22,F,African-American,Male,0,-1.0,1
39,M,Caucasian,Male,0,-1.0,0
20,F,Hispanic,Male,3,-1.0,1
46,F,Caucasian,Male,10,-1.0,1
38,F,Caucasian,Male,1,-27.0,1
23,M,Caucasian,Male,0,0.0,1
39,F,Other,Male,6,-1.0,0
25,F,African-American,Male,0,0.0,0
31,F,African-American,Male,19,-1.0,1
25,M,African-American,Female,1,-1.0,1
26,F,African-American,Male,6,-1.0,0
25,F,African-American,Male,2,-1.0,0
37,F,Caucasian,Male,11,0.0,1
36,F,African-American,Male,0,-3.0,0
26,F,African-American,Male,1,0.0,1
21,F,Other,Male,3,-1.0,1
35,F,African-American,Male,7,-23.0,1
22,F,African-American,Male,2,-1.0,1
25,F,Caucasian,Male,0,0.0,0
36,M,Hispanic,Male,0,-7.0,0
24,M,African-American,Male,2,-1.0,1
21,F,African-American,Male,0,-1.0,1
32,F,Caucasian,Male,15,-1.0,1
33,M,African-American,Male,2,0.0,1
33,F,African-American,Male,10,0.0,1
23,M,African-American,Female,4,-56.0,1
29,M,Caucasian,Male,0,-2.0,0
50,F,Caucasian,Male,8,-1.0,0
32,F,Caucasian,Male,5,272.0,1
33,F,African-American,Male,14,-1.0,1
37,F,African-American,Male,13,-1.0,1
27,F,African-American,Male,9,-1.0,1
27,M,African-American,Male,0,-1.0,0
52,F,African-American,Female,21,123.0,1
21,M,Hispanic,Male,1,-1.0,1
58,F,African-American,Male,1,-1.0,0
27,F,African-American,Male,4,-1.0,0
28,F,African-American,Male,5,302.0,1
28,F,Caucasian,Male,1,-1.0,1
31,M,Caucasian,Female,0,-5.0,0
30,F,Caucasian,Male,11,31.0,1
24,M,African-American,Male,3,-1.0,0
26,F,African-American,Male,6,0.0,1
43,M,Caucasian,Male,0,-1.0,0
31,F,African-American,Male,2,-43.0,1
22,F,African-American,Male,3,0.0,1
23,F,African-American,Male,0,-1.0,0
42,M,Caucasian,Male,0,-1.0,0
30,M,African-American,Male,18,-1.0,0
29,F,African-American,Male,1,-1.0,0
38,F,Caucasian,Male,2,0.0,1
26,M,Caucasian,Male,3,-4.0,0
25,F,Hispanic,Female,4,-107.0,1
51,M,African-American,Male,5,0.0,0
36,M,Other,Male,0,0.0,0
62,M,Hispanic,Male,0,-2.0,0
23,F,African-American,Male,0,0.0,1
34,F,African-American,Male,7,-1.0,1
35,M,African-American,Male,1,-1.0,0
22,F,Caucasian,Male,0,0.0,0
29,M,African-American,Male,10,-1.0,1
40,F,African-American,Male,0,-3.0,0
36,F,African-American,Male,2,0.0,0
26,F,African-American,Male,8,0.0,1
25,F,African-American,Male,1,-23.0,1
69,M,Caucasian,Male,0,-3.0,0
27,F,African-American,Male,1,-1.0,0
20,F,Caucasian,Male,0,0.0,1
27,F,African-American,Male,1,-2.0,0
24,M,African-American,Female,6,-1.0,0
42,F,Caucasian,Male,0,-7.0,0
25,F,Caucasian,Male,1,-1.0,0
46,F,Caucasian,Male,1,-37.0,1
25,F,African-American,Male,0,-1.0,0
22,F,African-American,Male,0,-1.0,0
21,F,Caucasian,Male,0,-1.0,0
30,M,African-American,Male,1,0.0,0
46,M,Caucasian,Male,9,0.0,0
26,M,African-American,Male,2,0.0,0
33,F,African-American,Male,0,0.0,1
40,M,African-American,Male,1,-1.0,0
34,F,Caucasian,Male,0,-1.0,0
22,F,Caucasian,Male,1,-1.0,1
28,M,Hispanic,Male,3,-1.0,0
31,M,African-American,Male,4,-1.0,1
59,M,Caucasian,Male,3,0.0,1
37,F,Native American,Male,0,-1.0,0
50,F,African-American,Male,0,-1.0,0
21,F,Other,Female,2,244.0,1
57,F,African-American,Male,8,-1.0,1
31,M,African-American,Male,5,-1.0,0
44,F,African-American,Male,9,-28.0,0
48,F,African-American,Male,5,-1.0,1
25,F,Caucasian,Female,0,-1.0,0
51,M,African-American,Male,5,-1.0,0
50,F,Caucasian,Male,0,-1.0,1
57,F,Caucasian,Male,2,-11.0,0
55,M,Caucasian,Male,0,-1.0,0
59,F,African-American,Male,4,-2.0,1
42,F,African-American,Female,0,0.0,0
20,F,Hispanic,Male,2,-21.0,1
58,F,African-American,Male,16,-47.0,0
21,F,Other,Male,0,-1.0,0
32,F,African-American,Male,21,-1.0,1
24,M,Hispanic,Female,0,0.0,0
42,F,African-American,Male,1,0.0,0
29,F,African-American,Male,8,-1.0,1
21,F,African-American,Male,1,-1.0,0
31,M,Caucasian,Male,1,-356.0,1
58,M,Caucasian,Male,0,0.0,0
22,F,African-American,Male,1,0.0,1
46,M,Caucasian,Male,1,-1.0,1
50,M,Caucasian,Male,0,0.0,1
46,F,African-American,Male,2,-1.0,0
44,F,African-American,Female,11,-1.0,1
35,M,African-American,Male,4,-1.0,0
30,F,African-American,Male,14,-1.0,1
42,F,African-American,Male,2,-1.0,0
46,F,African-American,Male,5,-1.0,1
42,F,African-American,Male,0,0.0,1
37,F,African-American,Male,12,-74.0,0
29,F,Caucasian,Male,7,-1.0,1
32,F,African-American,Male,8,-1.0,0
31,F,Other,Male,5,-1.0,0
33,M,African-American,Female,1,-1.0,0
25,F,Caucasian,Male,4,-1.0,0
33,M,African-American,Female,0,-1.0,0
21,F,Hispanic,Male,1,-1.0,0
64,M,Caucasian,Female,7,123.0,0
35,F,Caucasian,Male,1,-1.0,1
56,F,African-American,Male,1,-22.0,0
38,M,Caucasian,Male,0,-1.0,1
40,M,African-American,Female,4,-1.0,0
34,F,African-American,Male,3,-105.0,0
28,F,African-American,Male,4,-1.0,0
51,M,African-American,Male,0,-1.0,0
35,M,African-American,Male,2,-1.0,0
61,F,African-American,Male,5,-13.0,0
25,F,African-American,Male,0,0.0,0
25,F,African-American,Male,4,-1.0,1
26,M,African-American,Male,0,0.0,0
42,M,Caucasian,Male,1,-1.0,0
25,F,African-American,Female,1,-10.0,0
26,M,African-American,Male,13,-1.0,1
31,F,African-American,Male,9,-1.0,0
35,F,Caucasian,Male,1,-1.0,0
41,F,African-American,Female,4,-100.0,1
34,F,Caucasian,Male,0,-1.0,0
46,M,Caucasian,Male,5,-93.0,0
33,M,Caucasian,Female,1,-1.0,0
30,F,African-American,Male,3,-1.0,0
50,M,African-American,Female,7,-1.0,0
21,F,African-American,Male,0,-1.0,0
31,F,Hispanic,Male,16,0.0,1
31,F,African-American,Male,2,-1.0,1
23,M,African-American,Female,0,-1.0,0
25,F,African-American,Male,1,0.0,0
24,F,Caucasian,Female,1,-1.0,0
31,M,African-American,Male,13,-1.0,1
60,F,African-American,Male,0,-1.0,0
30,F,African-American,Male,2,-1.0,0
32,M,Other,Female,0,-1.0,0
46,M,Caucasian,Male,0,0.0,0
21,M,Caucasian,Male,0,-1.0,1
35,F,African-American,Male,0,-1.0,0
34,F,Hispanic,Male,2,-1.0,1
41,F,Asian,Male,2,-1.0,1
40,M,African-American,Female,7,-33.0,0
23,F,African-American,Male,1,-1.0,1
23,F,African-American,Male,3,-1.0,1
28,M,African-American,Male,2,0.0,0
21,F,Hispanic,Male,0,0.0,1
46,M,Caucasian,Male,2,-1.0,0
56,F,African-American,Male,1,-1.0,0
41,F,African-American,Male,19,-71.0,0
40,F,Hispanic,Male,8,-1.0,1
30,F,Hispanic,Male,5,-1.0,1
24,M,African-American,Male,1,-1.0,1
25,F,African-American,Male,7,507.0,0
33,M,Caucasian,Female,0,-1.0,0
48,M,Caucasian,Male,2,-1.0,0
33,F,African-American,Male,11,-1.0,1
25,F,Hispanic,Male,0,-1.0,0
25,F,Caucasian,Male,6,70.0,1
58,F,African-American,Male,38,-112.0,1
30,F,African-American,Male,7,-1.0,1
37,F,Hispanic,Male,0,-1.0,1
43,F,Caucasian,Female,7,-21.0,0
32,F,Caucasian,Male,0,0.0,0
33,F,Other,Male,3,-1.0,0
39,F,Other,Male,4,-30.0,1
49,F,Caucasian,Male,4,-11.0,0
24,F,Caucasian,Male,0,-1.0,0
26,F,African-American,Male,1,0.0,0
42,F,Caucasian,Male,0,-1.0,0
22,F,African-American,Male,1,-1.0,1
36,F,Hispanic,Male,0,0.0,0
29,M,Caucasian,Male,7,-1.0,1
39,M,Caucasian,Male,0,0.0,0
27,F,African-American,Male,13,0.0,1
38,F,Caucasian,Male,2,-1.0,1
20,F,Caucasian,Male,0,-1.0,1
25,F,African-American,Male,4,-1.0,1
53,M,Caucasian,Male,0,-1.0,0
27,M,African-American,Female,0,-1.0,1
21,F,Other,Male,0,-1.0,1
50,M,Caucasian,Male,1,-1.0,1
41,F,African-American,Male,4,-1.0,0
34,F,African-American,Male,4,378.0,1
22,F,Caucasian,Male,5,-2.0,1
22,F,Caucasian,Male,0,-1.0,1
25,F,African-American,Male,2,-1.0,0
42,F,African-American,Male,1,-1.0,1
27,F,Caucasian,Female,2,-34.0,0
51,F,Other,Male,2,-1.0,0
33,F,African-American,Male,23,525.0,1
24,F,African-American,Male,0,0.0,0
37,F,African-American,Male,4,0.0,0
37,M,Caucasian,Male,0,-3.0,0
27,M,Other,Female,0,-1.0,0
21,F,Other,Male,0,-1.0,0
35,F,African-American,Male,1,0.0,1
24,F,Caucasian,Female,0,-1.0,0
49,M,Caucasian,Male,2,-1.0,0
38,F,African-American,Male,9,-5.0,0
61,M,Other,Male,0,-1.0,0
30,M,African-American,Female,0,0.0,0
22,F,African-American,Male,3,-1.0,0
25,F,African-American,Male,0,-1.0,1
30,M,Hispanic,Female,3,-1.0,1
52,M,Caucasian,Male,0,-1.0,0
26,F,Caucasian,Male,0,-1.0,0
26,M,Other,Male,0,-1.0,0
29,F,African-American,Male,6,-55.0,0
45,F,Caucasian,Male,9,-1.0,1
20,F,African-American,Male,0,-1.0,1
29,F,African-American,Male,4,-1.0,0
43,F,Caucasian,Male,1,-1.0,1
26,F,Caucasian,Male,2,-1.0,0
46,F,African-American,Female,4,-1.0,0
46,F,African-American,Female,0,-1.0,0
39,F,Caucasian,Male,8,-56.0,0
29,F,African-American,Male,12,-1.0,1
41,M,Caucasian,Male,0,0.0,0
29,F,African-American,Male,11,-65.0,1
25,F,African-American,Female,5,-1.0,0
23,F,African-American,Male,2,-1.0,0
46,F,African-American,Female,1,51.0,1
30,M,Caucasian,Male,0,-1.0,0
34,F,Caucasian,Male,1,-1.0,0
70,F,Caucasian,Male,11,-13.0,1
52,F,Caucasian,Male,2,-1.0,0
51,M,African-American,Male,4,-26.0,0
45,F,Native American,Female,15,-1.0,1
55,F,African-American,Male,21,0.0,1
49,F,Caucasian,Female,1,-1.0,0
26,M,African-American,Female,9,404.0,1
47,F,Caucasian,Female,0,0.0,0
27,M,African-American,Male,0,0.0,0
25,M,Caucasian,Male,5,-3.0,1
21,F,African-American,Male,1,0.0,1
37,F,African-American,Male,26,-1.0,1
21,F,African-American,Male,1,-1.0,1
21,F,African-American,Male,0,-2.0,0
25,F,African-American,Male,4,0.0,1
27,F,African-American,Female,3,-1.0,1
30,F,Caucasian,Male,3,-1.0,1
70,M,Caucasian,Male,0,-1.0,0
37,F,Caucasian,Male,11,-1.0,1
46,F,African-American,Male,5,0.0,1
40,M,Other,Male,4,-1.0,1
20,F,African-American,Male,1,427.0,1
43,F,African-American,Male,18,-1.0,1
38,F,African-American,Male,15,0.0,0
29,F,African-American,Male,0,0.0,0
37,M,African-American,Male,8,0.0,1
38,F,Hispanic,Male,3,-21.0,0
27,F,Caucasian,Female,0,-4.0,0
20,M,Other,Female,0,0.0,1
44,M,Hispanic,Male,0,0.0,0
31,M,Caucasian,Male,6,-1.0,0
29,F,African-American,Male,3,-1.0,1
48,F,Caucasian,Male,13,-96.0,1
30,M,African-American,Female,0,-1.0,0
25,F,Caucasian,Female,2,-25.0,1
40,F,African-American,Male,3,-1.0,0
49,F,Caucasian,Female,3,1025.0,0
33,M,Caucasian,Male,1,0.0,0
26,F,Caucasian,Male,5,-1.0,1
31,M,Hispanic,Male,1,0.0,0
61,M,Caucasian,Male,1,-1.0,0
30,F,Caucasian,Male,2,-1.0,0
62,M,Caucasian,Male,0,-1.0,0
27,M,Caucasian,Female,4,8.0,1
48,F,Caucasian,Male,9,-1.0,0
40,F,Caucasian,Female,0,-1.0,0
24,F,Caucasian,Male,0,-1.0,0
22,F,African-American,Male,0,-1.0,1
30,M,African-American,Male,4,-1.0,1
63,M,Caucasian,Male,0,0.0,0
33,F,African-American,Male,4,-1.0,0
21,F,African-American,Female,1,81.0,1
43,M,Caucasian,Male,0,-5.0,1
26,F,African-American,Male,3,0.0,1
51,F,African-American,Male,1,-17.0,0
39,F,Caucasian,Male,3,-1.0,1
30,M,Hispanic,Female,0,-1.0,1
32,F,African-American,Male,14,-1.0,1
22,M,African-American,Male,0,-2.0,0
59,F,Caucasian,Male,0,-1.0,0
38,M,African-American,Male,37,-1.0,1
23,F,African-American,Male,2,0.0,0
42,M,African-American,Male,0,0.0,1
20,F,African-American,Male,1,-37.0,1
38,F,African-American,Male,2,0.0,1
34,F,Caucasian,Female,2,-1.0,0
36,F,African-American,Female,7,-1.0,1
35,F,Caucasian,Male,7,-86.0,1
36,M,African-American,Male,0,-1.0,1
31,F,African-American,Male,1,-14.0,0
28,F,African-American,Female,3,-1.0,1
28,F,African-American,Male,1,0.0,1
60,F,Caucasian,Male,3,-120.0,0
43,F,African-American,Male,0,-1.0,0
40,F,African-American,Male,1,-1.0,0
31,F,African-American,Male,15,-1.0,1
54,F,African-American,Male,6,-1.0,1
24,F,African-American,Male,17,-1.0,1
41,F,Hispanic,Male,0,-3.0,1
21,F,African-American,Male,1,-1.0,1
29,F,Hispanic,Female,1,-1.0,1
22,F,African-American,Male,0,-1.0,0
52,F,Hispanic,Male,9,-1.0,1
40,F,Other,Female,0,-1.0,0
21,F,Other,Male,1,982.0,0
45,F,African-American,Female,1,-1.0,0
29,M,African-American,Male,1,0.0,1
46,F,African-American,Male,10,-1.0,1
21,F,Caucasian,Male,1,-1.0,0
35,F,Caucasian,Male,6,-10.0,1
52,M,African-American,Male,1,1.0,1
48,M,Caucasian,Male,0,0.0,0
29,M,African-American,Female,9,-1.0,1
48,M,Caucasian,Male,0,-1.0,0
31,F,African-American,Male,10,-8.0,1
21,F,Caucasian,Male,3,-1.0,1
32,F,Other,Male,0,0.0,1
47,M,African-American,Male,0,-1.0,0
21,F,African-American,Male,3,-1.0,1
35,F,African-American,Male,13,-1.0,0
46,M,African-American,Male,3,-22.0,1
34,F,African-American,Male,5,-1.0,1
52,F,African-American,Male,2,-5.0,0
39,F,African-American,Female,7,114.0,0
21,M,Caucasian,Male,0,-1.0,1
53,M,Caucasian,Male,1,-2.0,0
19,F,Caucasian,Female,0,-1.0,1
22,M,African-American,Male,0,-1.0,0
45,F,African-American,Male,1,-1.0,0
27,F,Caucasian,Female,0,-1.0,0
25,M,Caucasian,Male,0,-1.0,0
30,F,Caucasian,Male,0,0.0,1
31,F,African-American,Male,2,0.0,1
28,F,Caucasian,Male,3,-1.0,0
36,M,African-American,Male,3,-1.0,1
27,F,African-American,Male,7,-1.0,1
42,F,African-American,Male,1,0.0,0
35,F,Caucasian,Male,0,0.0,1
33,F,Caucasian,Female,2,-29.0,0
24,F,Hispanic,Male,6,-1.0,1
25,F,African-American,Male,21,-14.0,1
42,M,Caucasian,Female,0,-1.0,0
21,F,African-American,Male,0,-1.0,1
28,M,African-American,Female,0,0.0,0
27,F,African-American,Male,25,18.0,1
21,F,Caucasian,Female,0,-1.0,0
26,M,Caucasian,Male,0,0.0,1
36,F,Caucasian,Male,0,-1.0,0
23,M,African-American,Male,1,237.0,1
49,F,Caucasian,Male,0,-1.0,1
29,F,African-American,Male,11,-68.0,1
44,F,Caucasian,Male,0,-1.0,1
28,M,Caucasian,Male,1,-25.0,0
27,M,African-American,Male,2,530.0,1
35,F,African-American,Female,12,-2.0,1
36,M,African-American,Male,19,544.0,1
46,M,Caucasian,Male,2,266.0,0
34,F,African-American,Male,3,-1.0,0
45,F,African-American,Male,15,-1.0,1
28,F,African-American,Male,9,-1.0,1
25,F,African-American,Female,1,-1.0,0
21,M,African-American,Male,1,0.0,0
48,F,African-American,Male,1,-1.0,0
37,M,Caucasian,Male,1,-1.0,0
24,F,African-American,Male,3,-3.0,1
37,M,Caucasian,Male,1,-1.0,1
39,F,Caucasian,Male,1,-3.0,0
24,F,Caucasian,Male,1,-1.0,1
49,F,Other,Male,2,-1.0,0
23,F,African-American,Male,1,-1.0,1
36,F,Caucasian,Male,4,-123.0,1
43,F,Caucasian,Male,5,-1.0,0
28,M,African-American,Male,6,-1.0,1
21,F,African-American,Female,4,122.0,1
53,M,African-American,Male,1,-1.0,0
27,M,African-American,Female,2,-14.0,1
39,M,Caucasian,Male,0,-1.0,0
47,F,African-American,Male,22,-1.0,1
28,F,African-American,Male,4,-1.0,1
36,F,Caucasian,Male,2,-4.0,0
24,F,African-American,Female,1,-1.0,0
35,M,Hispanic,Male,0,-1.0,0
23,F,African-American,Male,3,0.0,0
26,F,African-American,Male,2,-1.0,0
31,F,African-American,Male,7,-1.0,1
30,F,African-American,Female,14,0.0,1
25,M,Caucasian,Male,2,0.0,0
24,F,African-American,Male,6,0.0,1
34,F,Hispanic,Male,1,-1.0,1
26,M,African-American,Male,2,-29.0,0
26,M,African-American,Male,7,-49.0,0
60,F,Hispanic,Male,0,-1.0,0
20,F,African-American,Female,0,-1.0,0
36,M,Caucasian,Male,10,92.0,1
23,F,Caucasian,Male,0,0.0,0
26,F,African-American,Male,5,-1.0,1
40,M,Caucasian,Male,4,0.0,0
28,F,Other,Male,1,-1.0,1
49,F,Hispanic,Male,1,-1.0,1
46,F,African-American,Male,8,400.0,1
19,F,African-American,Male,1,0.0,1
53,F,Caucasian,Male,1,-12.0,0
56,F,Caucasian,Male,5,-45.0,0
24,F,African-American,Female,0,-1.0,0
31,F,Hispanic,Male,0,-5.0,0
33,F,Caucasian,Female,2,-1.0,0
26,F,Caucasian,Male,8,-1.0,1
56,M,Caucasian,Male,1,-65.0,0
32,F,Caucasian,Male,2,-1.0,0
25,F,Caucasian,Male,0,0.0,1
21,F,African-American,Male,1,-1.0,0
38,F,African-American,Male,3,0.0,0
23,F,Caucasian,Male,0,-4.0,0
20,F,Caucasian,Male,0,-1.0,1
39,F,Caucasian,Female,4,-2.0,1
24,F,African-American,Male,1,-1.0,1
23,F,Hispanic,Male,0,0.0,0
49,F,African-American,Male,3,-1.0,0
31,F,African-American,Male,7,-1.0,1
20,F,African-American,Male,1,-26.0,1
28,M,Caucasian,Male,0,0.0,0
67,F,Caucasian,Male,3,-1.0,0
33,F,Hispanic,Male,0,0.0,0
20,F,Hispanic,Male,1,-189.0,1
40,F,Caucasian,Male,4,-80.0,0
52,F,African-American,Male,0,-1.0,0
45,F,African-American,Male,17,-1.0,1
27,F,African-American,Male,8,-1.0,1
22,F,Caucasian,Male,1,-1.0,0
36,F,Caucasian,Male,9,-42.0,0
40,M,Caucasian,Male,0,-1.0,1
30,M,Caucasian,Male,1,0.0,1
42,F,African-American,Male,1,-1.0,0
24,F,African-American,Male,2,0.0,1
46,F,Caucasian,Male,4,-5.0,0
38,F,African-American,Male,4,0.0,0
39,F,Hispanic,Male,2,-113.0,1
32,M,Hispanic,Female,0,-1.0,1
26,M,Caucasian,Male,0,-1.0,0
54,M,Caucasian,Male,1,-1.0,1
27,F,Hispanic,Male,2,-10.0,0
61,F,Caucasian,Male,1,0.0,0
